player_id,player,team_id,team,league,accurate_long_balls,accurate_pass,big_chance_created,clean_sheet,effective_clearance,expected_assists,expected_assists_per_90,expected_goals_per_90,fouls,goal_assist,goals_per_90,interception,ontarget_scoring_att,outfielder_block,poss_won_att_3rd,rating,saves,total_att_assist,total_scoring_att,total_tackle,won_contest,minutes_played,matches_played,position,clean_defend_rate,interception_share,progressive_pass_share,carry_to_foul_ratio,positional_versatility,rest_defence,wide_coverage,counter_press,composite_score,has_primary_season,is_manual_add
1173779,Tim Siersleben,94937,1. FC Heidenheim 1846,GER-Bundesliga,3.3,37.9,0.0,0.0,6.4,0.4,0.03,0.04,1.1,0.0,0.0,1.6,0.3,0.7,0.2,6.52,0.0,2.0,0.4,1.9,0.0,1006,13,Defender,0.7608695652173914,0.4571428571428572,0.0870712401055408,0.0,25.092927207021173,55.27348455515402,50.32540655653072,55.499510626398205,42.63823931716421,True,False
1192393,Victor Chust,10268,Elche,ESP-La Liga,2.1,57.6,0.0,0.0,3.0,0.4,0.03,0.02,1.5,0.0,0.0,0.8,0.1,0.8,0.1,6.75,0.0,2.0,0.3,2.5,0.3,1389,18,Defender,0.6875,0.2424242424242424,0.0364583333333333,0.1999999999999999,54.24879807692308,20.96153846153846,59.74158653846155,47.34375,42.63777599232211,True,False
942381,Jurrien Timber,9825,Arsenal,ENG-Premier League,0.8,34.6,4.0,0.0,1.7,1.3,0.05,0.18,1.4,3.0,0.08,0.9,0.2,0.2,0.2,7.21,0.0,21.0,0.9,2.4,0.5,2182,26,Defender,0.7021276595744681,0.2727272727272727,0.0231213872832369,0.3571428571428571,49.92902290196753,29.48488498824069,39.480833763551885,58.27779928870533,42.56993501710448,True,False
919435,Sepp van den Berg,9937,Brentford,ENG-Premier League,1.9,40.1,3.0,0.0,6.5,0.5,0.02,0.08,0.5,1.0,0.0,0.9,0.2,0.6,0.0,6.8,0.0,4.0,0.6,0.7,0.0,1853,21,Defender,0.7619047619047619,0.5625,0.0473815461346633,0.0,28.77389505535479,60.20194279527333,55.144168029025415,35.93391484540813,42.56748849672498,True,False
823018,Alessandro Buongiorno,9875,Napoli,ITA-Serie A,1.0,55.1,0.0,0.0,4.0,0.3,0.02,0.07,1.7,1.0,0.0,1.3,0.1,0.5,0.0,6.87,0.0,1.0,0.2,1.2,0.0,1470,21,Defender,0.5952380952380952,0.52,0.0181488203266787,0.0,30.593809155050767,58.51478697011415,44.34140710147421,44.180783212872136,42.48694678884065,True,False
421365,Djené,8305,Getafe,ESP-La Liga,1.9,23.7,0.0,0.0,5.4,0.1,0.01,0.01,0.9,0.0,0.0,0.8,0.0,0.4,0.1,6.78,0.0,1.0,0.2,1.3,0.4,1754,23,Defender,0.7000000000000001,0.3809523809523809,0.080168776371308,0.4444444444444445,49.91296140939597,39.199130241496015,39.14960133080939,40.76619235071416,42.46439832269352,True,False
1800345,Tylel Tati,9830,Nantes,FRA-Ligue 1,1.6,43.7,0.0,0.0,4.3,0.2,0.01,0.02,1.1,0.0,0.0,1.0,0.0,0.8,0.0,6.3,0.0,1.0,0.2,1.0,0.5,1595,18,Defender,0.6451612903225806,0.5,0.0366132723112128,0.4545454545454545,58.79206730769231,46.953125,39.32091346153847,25.078125,42.3864121952861,True,False
924610,Yukinari Sugawara,8697,SV Werder Bremen,GER-Bundesliga,2.4,33.8,2.0,0.0,2.8,2.0,0.1,0.08,0.7,4.0,0.0,0.5,0.4,0.1,0.3,6.69,0.0,12.0,1.3,1.1,0.5,1756,21,Defender,0.6956521739130436,0.3125,0.0710059171597633,0.7142857142857143,61.41574169678197,33.03935065680032,30.70407954741008,49.556184750186425,42.37018687176252,True,False
504606,Lucas Hernández,9847,Paris Saint-Germain,FRA-Ligue 1,1.7,74.0,0.0,0.0,2.6,0.3,0.03,0.01,1.3,1.0,0.0,1.0,0.1,0.6,0.3,7.0,0.0,8.0,0.4,1.2,0.3,980,15,Defender,0.6285714285714287,0.4545454545454545,0.0229729729729729,0.2307692307692307,55.80528846153847,39.79567307692308,27.986778846153847,50.45072115384615,42.29346580231483,True,False
820140,Ibrahima Konaté,8650,Liverpool,ENG-Premier League,2.0,56.6,2.0,0.0,6.1,0.8,0.04,0.04,1.1,0.0,0.04,0.8,0.1,0.8,0.0,7.18,0.0,6.0,0.4,1.6,0.2,2151,25,Defender,0.6857142857142857,0.3333333333333333,0.0353356890459364,0.1818181818181818,48.39028351402512,31.485266807204727,57.36390753169277,33.65785256410256,42.172685477979535,True,False
1231029,Rafik Belghali,9876,Verona,ITA-Serie A,0.8,18.2,1.0,0.0,1.0,1.8,0.14,0.12,1.0,0.0,0.16,1.0,0.3,0.3,0.3,6.82,0.0,15.0,0.8,1.2,1.8,1125,16,Defender,0.6875,0.4545454545454545,0.0439560439560439,1.8,57.95072115384616,50.19230769230769,19.38701923076923,54.50721153846153,41.99963321166911,True,False
462863,Karol Mets,8152,FC St. Pauli,GER-Bundesliga,2.5,48.5,0.0,0.0,5.0,0.5,0.03,0.01,0.6,0.0,0.0,1.1,0.0,0.3,0.2,6.64,0.0,2.0,0.2,1.5,0.1,1349,16,Defender,0.8125,0.4230769230769231,0.0515463917525773,0.1666666666666666,32.83731823266219,55.397683273102736,37.22845142832559,49.96665806229564,41.99890898877043,True,False
889535,Yann Aurel Bisseck,8636,Internazionale,ITA-Serie A,1.3,55.3,0.0,0.0,4.1,0.5,0.04,0.17,1.3,1.0,0.15,0.8,0.7,0.4,0.1,7.32,0.0,5.0,1.6,1.3,0.5,1192,14,Defender,0.6176470588235293,0.3809523809523809,0.023508137432188,0.3846153846153846,58.751604356679856,35.07959043193943,35.7165917369357,38.43431817529972,41.8919798843021,True,False
588687,Gianluca Mancini,8686,Roma,ITA-Serie A,2.1,42.7,4.0,0.0,3.9,1.0,0.04,0.05,2.3,2.0,0.0,1.6,0.2,0.4,0.1,7.25,0.0,15.0,0.5,1.8,0.1,2137,24,Defender,0.5964912280701755,0.4705882352941176,0.0491803278688524,0.0434782608695652,35.56906262548041,47.33302142488384,38.65182054150174,49.9107027620031,41.739189211129386,True,False
873573,Sam Beukema,9875,Napoli,ITA-Serie A,2.4,62.6,0.0,0.0,3.9,0.1,0.01,0.1,0.9,0.0,0.09,0.8,0.2,0.9,0.0,6.88,0.0,3.0,0.4,1.0,0.1,963,14,Defender,0.6666666666666666,0.4444444444444445,0.0383386581469648,0.1111111111111111,44.49342661905581,47.04151250501922,45.96287393162393,28.904430534044625,41.72571168944904,True,False
