player_id,player,team_id,team,league,accurate_long_balls,accurate_pass,big_chance_created,clean_sheet,effective_clearance,expected_assists,expected_assists_per_90,expected_goals_per_90,fouls,goal_assist,goals_per_90,interception,ontarget_scoring_att,outfielder_block,poss_won_att_3rd,rating,saves,total_att_assist,total_scoring_att,total_tackle,won_contest,minutes_played,matches_played,position,clean_defend_rate,interception_share,progressive_pass_share,carry_to_foul_ratio,line_breaking,rest_defence,switch_play,aerial_command,composite_score,has_primary_season,is_manual_add
1244272,Arouna Sangante,9746,Le Havre,FRA-Ligue 1,2.6,48.4,0.0,0.0,5.2,0.6,0.03,0.02,1.5,1.0,0.05,1.2,0.3,0.7,0.1,6.88,0.0,5.0,0.3,1.2,0.2,1638,20,Defender,0.6153846153846154,0.5,0.0537190082644628,0.1333333333333333,36.50905430792176,38.46258711925658,46.34843041931968,46.83471182527391,41.26692670667198,True,False
865010,Nicolas Cozza,9830,Nantes,FRA-Ligue 1,1.4,27.0,0.0,0.0,3.7,0.4,0.03,0.01,0.7,0.0,0.0,0.8,0.0,0.2,0.3,6.49,0.0,7.0,0.3,1.4,0.5,1313,18,Defender,0.7586206896551724,0.3636363636363636,0.0518518518518518,0.7142857142857143,52.30458218608387,55.089906714277525,26.5067866976424,34.68522342683416,41.18111493646804,True,False
1285784,Bradley Locko,8521,Brest,FRA-Ligue 1,1.9,25.2,2.0,0.0,1.7,0.9,0.08,0.01,0.7,1.0,0.0,0.8,0.1,0.0,0.3,6.74,0.0,7.0,0.2,3.9,0.9,1017,15,Defender,0.8703703703703703,0.1702127659574468,0.0753968253968253,1.2857142857142858,79.57932692307692,48.83413461538462,45.54086538461539,10.847355769230768,41.12311924696939,True,False
924610,Yukinari Sugawara,8697,SV Werder Bremen,GER-Bundesliga,2.4,33.8,2.0,0.0,2.8,2.0,0.1,0.08,0.7,4.0,0.0,0.5,0.4,0.1,0.3,6.69,0.0,12.0,1.3,1.1,0.5,1756,21,Defender,0.6956521739130436,0.3125,0.0710059171597633,0.7142857142857143,67.27752323180175,33.03935065680032,47.82938607812769,21.20716636551368,41.05245224462754,True,False
769525,Caio Henrique,9829,Monaco,FRA-Ligue 1,1.5,38.1,4.0,0.0,1.9,2.4,0.16,0.02,0.9,0.0,0.0,0.7,0.0,0.3,0.4,6.58,0.0,16.0,0.1,1.3,0.4,1338,18,Defender,0.6896551724137931,0.35,0.0393700787401574,0.4444444444444445,55.99136694774279,44.29489868353124,38.82726008145471,25.091179444157632,41.04054796302804,True,False
267371,Emerson,8592,Marseille,FRA-Ligue 1,1.0,50.1,4.0,0.0,2.3,2.9,0.19,0.02,0.8,3.0,0.0,1.6,0.1,0.4,0.3,7.27,0.0,25.0,0.5,2.2,0.3,1384,17,Defender,0.8260869565217391,0.4210526315789473,0.0199600798403193,0.3749999999999999,37.5578285435668,66.56237451958928,26.57434893592612,43.33216815809097,40.89734229367356,True,False
1116391,Hugo Bueno,8602,Wolverhampton Wanderers,ENG-Premier League,1.0,26.9,2.0,0.0,2.4,2.2,0.12,0.03,0.6,1.0,0.05,1.5,0.3,0.2,0.2,6.77,0.0,25.0,0.5,2.5,1.1,1670,24,Defender,0.8695652173913044,0.375,0.037174721189591,1.8333333333333333,57.16346153846154,78.44350961538461,14.567307692307692,39.567307692307686,40.8401128387681,True,False
970578,Andrei Ratiu,8370,Rayo Vallecano,ESP-La Liga,1.0,35.3,6.0,0.0,2.7,2.6,0.13,0.09,0.7,2.0,0.0,1.4,0.4,0.1,0.3,7.2,0.0,21.0,1.0,2.2,1.7,1748,20,Defender,0.8372093023255814,0.3888888888888888,0.028328611898017,2.428571428571429,56.67772686858257,67.66494399988528,19.663300206504903,33.04008561349165,40.81661585785546,True,False
879609,Alex Suárez,8306,Las Palmas,ESP-La Liga,2.3,41.4,0.0,0.0,3.7,0.2,0.01,0.02,1.0,0.0,0.0,0.5,0.1,0.9,0.0,6.31,0.0,3.0,0.2,1.5,0.0,2468,30,Defender,0.6666666666666666,0.25,0.0555555555555555,0.0,37.639821029082775,24.35682326621924,60.96196868008949,52.639821029082775,40.72649662683972,False,False
848034,Santiago Bueno,8602,Wolverhampton Wanderers,ENG-Premier League,2.1,35.3,0.0,0.0,3.6,1.0,0.06,0.09,1.0,1.0,0.12,1.0,0.2,0.6,0.0,6.65,0.0,7.0,0.2,2.1,0.0,1563,18,Defender,0.7560975609756099,0.3225806451612903,0.0594900849858357,0.0,30.738667326335108,39.3326413984971,48.76414343486491,51.52415677163999,40.683763138637616,True,False
462863,Karol Mets,8152,FC St. Pauli,GER-Bundesliga,2.5,48.5,0.0,0.0,5.0,0.5,0.03,0.01,0.6,0.0,0.0,1.1,0.0,0.3,0.2,6.64,0.0,2.0,0.2,1.5,0.1,1349,16,Defender,0.8125,0.4230769230769231,0.0515463917525773,0.1666666666666666,32.234214564332014,55.397683273102736,44.62567400906327,34.75538490219699,40.64139870529635,True,False
1254147,Antoine Mendy,9831,Nice,FRA-Ligue 1,2.3,49.3,0.0,0.0,6.7,0.3,0.02,0.04,1.5,0.0,0.0,0.6,0.2,1.0,0.1,6.82,0.0,1.0,0.6,2.3,0.4,1233,14,Defender,0.6590909090909091,0.2068965517241379,0.0466531440162271,0.2666666666666666,56.50240384615384,13.281250000000002,58.25721153846154,63.03485576923077,40.52130201074253,True,False
1098607,Jake O'Brien,8668,Everton,ENG-Premier League,1.4,24.7,0.0,0.0,4.3,0.7,0.03,0.04,0.6,1.0,0.0,0.4,0.1,0.6,0.2,6.79,0.0,12.0,0.4,1.6,0.2,2189,26,Defender,0.7692307692307692,0.2,0.0566801619433198,0.3333333333333333,49.900144481730045,34.96687317157116,37.88995726495726,38.13441103080365,40.38677529110614,True,False
611223,Benjamin Pavard,8592,Marseille,FRA-Ligue 1,1.8,56.9,3.0,0.0,3.0,0.7,0.05,0.04,0.7,2.0,0.07,1.0,0.2,0.6,0.2,6.88,0.0,8.0,0.5,1.1,0.0,1201,17,Defender,0.7500000000000001,0.4761904761904761,0.031634446397188,0.0,22.218592253197954,57.7943411919922,52.68872253771583,45.199504890150855,40.35919022385946,True,False
1580528,Raul Asencio,8633,Real Madrid,ESP-La Liga,1.9,53.1,0.0,0.0,3.2,0.5,0.04,0.06,0.8,0.0,0.15,0.5,0.2,0.7,0.1,6.96,0.0,4.0,0.9,1.0,0.1,1166,17,Defender,0.6521739130434783,0.3333333333333333,0.0357815442561205,0.125,35.87479564618827,39.8433556329949,47.48451213216314,39.50807197556358,40.27179338554212,True,False
955406,William Saliba,9825,Arsenal,ENG-Premier League,1.9,70.4,0.0,0.0,4.2,0.8,0.04,0.02,0.7,0.0,0.0,0.5,0.0,0.2,0.1,7.08,0.0,5.0,0.1,1.2,0.2,1805,22,Defender,0.7083333333333334,0.2941176470588235,0.0269886363636363,0.2857142857142857,43.22395026673551,34.75577030631561,53.24861613032754,30.00769015659955,40.086455846947615,True,False
1177358,Adrien Truffert,8678,Bournemouth,ENG-Premier League,1.1,33.6,2.0,0.0,4.0,1.7,0.07,0.01,1.1,2.0,0.0,1.3,0.0,0.3,0.2,6.96,0.0,18.0,0.4,2.9,0.9,2300,26,Defender,0.7924528301886792,0.3095238095238095,0.0327380952380952,0.8181818181818181,51.89576700797338,54.92489997418689,20.29348075489015,42.826007069924856,40.055536413325534,True,False
602563,Marcos Llorente,9906,Atlético de Madrid,ESP-La Liga,2.7,53.8,7.0,0.0,2.2,2.7,0.15,0.09,1.2,3.0,0.0,0.5,0.3,0.1,0.2,7.23,0.0,15.0,0.7,2.2,0.6,1618,20,Defender,0.6923076923076923,0.1851851851851851,0.0501858736059479,0.5,64.53258547008546,31.157547825962254,56.81269001319337,17.07701449836517,39.94093845468201,True,False
667788,Benedikt Gimber,94937,1. FC Heidenheim 1846,GER-Bundesliga,2.3,34.4,1.0,0.0,5.1,0.3,0.03,0.02,1.8,0.0,0.0,0.6,0.2,0.4,0.0,6.19,0.0,1.0,0.4,2.2,0.4,1025,15,Defender,0.6086956521739131,0.2142857142857142,0.066860465116279,0.2222222222222222,61.10189726381001,15.150952934090515,56.181684879252,45.90617471175357,39.87487245093814,True,False
504606,Lucas Hernández,9847,Paris Saint-Germain,FRA-Ligue 1,1.7,74.0,0.0,0.0,2.6,0.3,0.03,0.01,1.3,1.0,0.0,1.0,0.1,0.6,0.3,7.0,0.0,8.0,0.4,1.2,0.3,980,15,Defender,0.6285714285714287,0.4545454545454545,0.0229729729729729,0.2307692307692307,36.12379807692308,39.79567307692308,45.504807692307686,39.152644230769226,39.844054537014806,True,False
1097466,Micky van de Ven,8586,Tottenham Hotspur,ENG-Premier League,2.3,48.1,1.0,0.0,4.2,0.3,0.01,0.1,0.7,1.0,0.17,0.8,0.3,0.7,0.0,6.81,0.0,5.0,0.6,1.2,0.3,2150,24,Defender,0.7407407407407407,0.4,0.0478170478170478,0.4285714285714286,41.12043251304996,41.92813199105145,41.0840073423966,34.13038490219699,39.80064566064452,True,False
723564,Igor Silva,8689,Lorient,FRA-Ligue 1,1.2,39.0,0.0,0.0,3.3,0.7,0.07,0.02,0.7,0.0,0.09,1.1,0.1,0.4,0.2,6.96,0.0,7.0,0.5,1.5,0.3,1018,12,Defender,0.787878787878788,0.4230769230769231,0.0307692307692307,0.4285714285714286,38.11899038461539,67.4639423076923,23.61778846153846,41.60456730769231,39.69614696997172,True,False
938247,Mohammed Salisu,9829,Monaco,FRA-Ligue 1,2.1,59.5,0.0,0.0,7.0,0.2,0.02,0.06,1.4,0.0,0.08,1.4,0.2,1.8,0.2,7.07,0.0,2.0,0.7,2.1,0.2,1080,12,Defender,0.7142857142857142,0.3999999999999999,0.0352941176470588,0.1428571428571428,27.80312482074227,42.83358070900018,38.656122727012,62.87237208168416,39.597769216449,True,False
894803,Djed Spence,8586,Tottenham Hotspur,ENG-Premier League,1.7,33.7,4.0,0.0,2.4,1.4,0.08,0.05,1.0,0.0,0.0,0.6,0.3,0.2,0.4,6.72,0.0,8.0,0.5,1.6,1.3,1601,21,Defender,0.6875,0.2727272727272727,0.0504451038575667,1.3,65.78435115872196,34.00667914300465,34.585430648769574,26.423028523489933,39.57743554365564,True,False
