player_id,nationality
873014,England
873270,Greece
873289,Spain
873297,Spain
873566,Ivory Coast
873573,Netherlands
873827,Spain
873838,Spain
873956,Spain
874025,Ukraine
874621,Argentina
875672,Ivory Coast
877401,Nigeria
877700,Nigeria
879065,Italy
879609,Spain
880095,USA
880618,France
881500,South Africa
881640,Netherlands
881735,Germany
881771,Spain
881786,Spain
882163,Austria
882400,France
882401,France
883080,England
883087,Germany
883823,Ghana
884272,Mali
884539,Algeria
884919,Germany
885085,Netherlands
886016,England
887703,Haiti
887704,Japan
888167,Spain
888912,Denmark
888921,Scotland
889534,England
889535,Germany
889536,USA
889785,Denmark
890263,Netherlands
890266,Romania
891743,Ghana
891870,Netherlands
892679,Germany
894802,Germany
894803,England
895362,Brazil
895953,Spain
896402,Spain
897315,Italy
900433,Georgia
900523,Germany
901495,Belgium
902651,Italy
902901,Spain
904021,France
905546,Italy
906937,England
907495,France
909907,Spain
912342,France
914103,Mexico
914402,England
914458,France
915111,Japan
915238,Congo
915264,Angola
915797,Switzerland
916332,England
916546,Spain
916710,Italy
917802,France
919435,Netherlands
919671,New Zealand
919742,Belgium
921341,Belgium
921543,Denmark
921594,Croatia
921825,Spain
921921,Norway
922877,Cape Verde
923196,Mali
923298,Spain
923312,Cameroon
924431,USA
924485,USA
924610,Japan
926445,Germany
926643,Spain
927646,Spain
928454,Germany
929838,Spain
930024,Croatia
933576,Ghana
933768,England
933817,Italy
933845,Algeria
934156,Netherlands
935379,Sweden
935380,Italy
935406,Italy
935550,Norway
935622,Norway
935769,France
936140,Norway
936164,France
936206,Spain
936618,Germany
937368,Nigeria
937412,Indonesia
937462,Italy
938247,Ghana
939061,Georgia
939542,England
939569,Canada
939593,Iceland
939780,Sweden
940087,Portugal
940446,Netherlands
940573,Spain
940608,Spain
940743,Spain
940829,Brazil
940976,South Korea
941213,Netherlands
941573,Spain
941656,Italy
941953,Equatorial Guinea
942193,Iceland
942358,Portugal
942368,Belgium
942372,Spain
942379,Spain
942381,Netherlands
942549,Scotland
942893,Canada
947884,Netherlands
947901,Germany
948800,Georgia
949647,Switzerland
949673,South Korea
949731,Italy
950473,England
950474,England
950485,France
950545,Spain
950561,Uruguay
950596,Italy
950824,Croatia
950829,USA
950830,Netherlands
950967,Senegal
951712,Italy
951714,Spain
951743,Italy
951765,Germany
951918,Germany
951919,Germany
951921,Austria
952057,Belgium
952095,Spain
952322,USA
952528,Spain
953065,Croatia
953812,Morocco
954621,France
954962,Angola
955214,France
955271,Argentina
955406,France
955411,Ivory Coast
955529,Portugal
956622,Spain
956659,Algeria
956682,Netherlands
956683,Netherlands
956913,Germany
956921,Morocco
956925,France
957118,Portugal
957203,Brazil
958232,DR Congo
958335,Denmark
958401,Italy
958422,Italy
958464,Argentina
958640,Nigeria
959407,England
959594,Germany
959597,Croatia
959696,USA
961306,Ireland
961995,England
963964,England
965764,Senegal
966018,Netherlands
966019,Germany
966021,England
966026,Netherlands
966027,England
966146,Georgia
967622,Brazil
967871,Spain
967941,Denmark
968029,Argentina
969870,Czechia
970243,Netherlands
970578,Romania
970692,Spain
971787,Egypt
971790,France
972120,Senegal
974268,Northern Ireland
974618,Netherlands
974753,Argentina
974755,Argentina
975242,Switzerland
978680,France
979752,France
980381,England
980422,Spain
980793,France
982158,Brazil
982633,Zimbabwe
982677,USA
982692,Estonia
983199,England
987142,Cameroon
988160,Morocco
988805,Spain
990996,Spain
992052,Portugal
992060,Germany
994403,Belgium
999159,Spain
999171,Spain
999690,Algeria
1000428,Iceland
1002058,Germany
1002618,Spain
1002668,Austria
1002673,Germany
1006676,Italy
1010426,England
1010733,Netherlands
1011026,Gabon
1011117,Spain
1012842,Italy
1013021,Italy
1013277,Portugal
1014496,Ivory Coast
1014630,Sweden
1014688,Sweden
1015185,France
1016093,Denmark
1016132,France
1017401,Italy
1018564,Argentina
1020963,Italy
1021302,Italy
1021382,Brazil
1021586,Brazil
1021834,Poland
1021929,England
1022354,Spain
1022649,Switzerland
1023030,Colombia
1024292,Austria
1024672,Austria
1025462,Portugal
1025560,Norway
1026135,Canada
1027194,Austria
1027472,Ivory Coast
1029063,France
1030212,Italy
1030646,Italy
1030829,England
1031325,Spain
1032811,Uruguay
1033099,Algeria
1033111,Japan
1035208,Nigeria
1035614,Uruguay
1036182,Serbia
1037537,Spain
1037539,Czechia
1039219,Algeria
1039403,Argentina
1041522,Guinea-Bissau
1042347,Germany
1044029,Italy
1044470,Iceland
1047667,Germany
1047670,Serbia
1047671,Brazil
1047676,Spain
1048023,Serbia
1049999,France
1050158,Portugal
1050163,Italy
1050166,Sweden
1050178,Serbia
1050859,France
1051097,Italy
1052330,Spain
1052898,Italy
1053676,Senegal
1053678,Senegal
1053679,Japan
1053714,Poland
1053838,Brazil
1054122,Mali
1054522,Mali
1054786,Spain
1055327,Spain
1056071,Spain
1057426,Bosnia and Herzegovina
1057433,USA
1057703,Burundi
1059657,Spain
1060604,Brazil
1061249,Portugal
1067256,Serbia
1067260,Poland
1067763,Northern Ireland
1069536,Morocco
1070052,Ivory Coast
1070712,Croatia
1071186,Germany
1072054,Italy
1072056,Italy
1072472,Austria
1072864,Nigeria
1072913,France
1073498,Austria
1073742,Paraguay
1073905,Senegal
1073941,France
1073977,Slovenia
1073980,Austria
1074476,Mali
1074968,Germany
1075429,Denmark
1075815,Germany
1076647,France
1076756,Wales
1077653,France
1077894,England
1078729,France
1078788,Wales
1078846,Italy
1079103,England
1079485,Guinea-Bissau
1079539,France
1079548,France
1079554,France
1079892,France
1080669,Italy
1080917,Germany
1080983,Bulgaria
1082102,Brazil
1082597,Belgium
1082941,Brazil
1083323,Spain
1083796,Germany
1084981,England
1086647,Jamaica
1087966,Ivory Coast
1089691,England
1089744,Angola
1091193,Nigeria
1091907,Nigeria
1092403,France
1092680,Guinea
1092731,Japan
1093255,Germany
1093285,Italy
1093766,Tunisia
1095432,Belgium
1095445,France
1096327,Poland
1096353,England
1096400,England
1097009,Denmark
1097229,Iceland
1097466,Netherlands
1097497,Cameroon
1098096,Brazil
1098243,France
1098365,Spain
1098607,Ireland
1102240,Denmark
1102289,Spain
1102708,Spain
1103837,Senegal
1104053,France
1105912,Italy
1106074,Spain
1106563,Germany
1106742,Spain
1106895,Spain
1107280,Senegal
1107620,England
1107910,England
1108603,France
1109046,Guinea
1110045,Italy
1112072,Spain
1112511,Spain
1112702,Poland
1113690,Northern Ireland
1113692,England
1113694,England
1113724,England
1113784,France
1113809,Denmark
1113903,England
1114635,Brazil
1114979,Ivory Coast
1116391,Spain
1116749,Italy
1117069,Georgia
1117306,Hungary
1117310,Italy
1119461,France
1119643,Germany
1120224,England
1121170,Ghana
1123969,Italy
1124453,France
1124825,Germany
1125187,Netherlands
1125446,France
1125720,Netherlands
1126058,USA
1127054,Slovakia
1127125,France
1128945,Brazil
1130330,Scotland
1130583,Portugal
1130600,Serbia
1130691,Ghana
1130732,Colombia
1130991,Spain
1131217,France
1131987,Netherlands
1132319,Romania
1132355,Spain
1132607,Spain
1133081,Ivory Coast
1134206,Algeria
1134467,Japan
1134871,Belgium
1137272,USA
1137364,Germany
1137407,Germany
1137667,Ecuador
1137668,Ecuador
1137670,Ecuador
1137705,Argentina
1140003,Ukraine
1145717,Norway
1146376,Turkiye
1146500,Italy
1152455,Germany
1155130,Germany
1156141,Germany
1156568,Sweden
1156569,Sweden
1157236,Ukraine
1158512,Spain
1158945,Portugal
1159181,Spain
1159233,Gambia
1161211,Switzerland
1163501,Italy
1164506,Portugal
1167220,Spain
1168311,Sweden
1169595,Morocco
1169596,Spain
1171140,England
1173250,Belgium
1173678,USA
1173779,Germany
1173787,Netherlands
1173788,France
1174002,Morocco
1174296,Brazil
1174337,Brazil
1174672,Brazil
1174726,Germany
1175708,Germany
1175939,Germany
1176780,Germany
1177131,France
1177358,France
1178314,Serbia
1178325,Mali
1178332,France
1178512,France
1178602,Belgium
1180481,France
1180718,France
1180730,Guinea
1181101,England
1183148,Netherlands
1184694,Spain
1184777,Spain
1185211,Mali
1185336,Portugal
1185568,Germany
1185609,Germany
1185748,Belgium
1185902,South Korea
1186015,Kosovo
1186444,England
1186553,Brazil
1186685,Colombia
1187044,Brazil
1187389,Germany
1187702,Spain
1187734,Cameroon
1187767,Spain
1188375,Brazil
1188890,Germany
1189223,Italy
1189288,Italy
1189856,Senegal
1190025,Spain
1190029,Denmark
1190113,Brazil
1191093,Italy
1191407,Spain
1192393,Spain
1192406,France
1193815,Germany
1194892,Spain
1195281,Hungary
1197030,France
1197250,France
1197347,Senegal
1197655,England
1199272,Denmark
1199283,Germany
1199382,Haiti
1199383,Ivory Coast
1199947,Austria
1200630,Belgium
1200631,France
1200657,Colombia
1201760,Ghana
1202110,Spain
1202525,Spain
1202587,Spain
1202769,Brazil
1203512,England
1203661,Romania
1203665,Argentina
1206287,England
1206806,Angola
1207992,Brazil
1208708,Morocco
1208969,Albania
1209228,Sweden
1209399,Morocco
1209441,Spain
1209980,Spain
1209987,France
1210384,Germany
1210647,Spain
1210943,Cameroon
1211437,Denmark
1212630,Italy
1214915,England
1215057,Portugal
1215652,England
1219540,Kosovo
1220187,Spain
1222134,Germany
1224237,Argentina
1225450,Spain
1225995,Czechia
1226147,Argentina
1226189,Portugal
1227012,Ivory Coast
1228273,Morocco
1228840,Italy
1229176,Spain
1229177,Spain
1230286,Mali
1231029,Algeria
1231032,Spain
1231555,Germany
1231648,Ukraine
1233655,England
1233931,France
1235086,USA
1238154,Spain
1239595,Portugal
1239749,Belgium
1242587,France
1244272,Senegal
1246009,Italy
1248482,Norway
1249284,Venezuela
1249665,Argentina
1250253,Burkina Faso
1250443,France
1250485,Bosnia and Herzegovina
1250492,France
1250658,Argentina
1251334,England
1251666,Netherlands
1252070,Belgium
1252373,Spain
1253852,France
1253890,Turkiye
1254147,Senegal
1254166,Spain
1254217,Spain
1254218,Spain
1254297,France
1255209,Brazil
1255855,Morocco
1255860,Morocco
1256237,Spain
1256478,Spain
1258292,Italy
1265963,Brazil
1269497,Germany
1272440,Argentina
1272740,Sweden
1274060,Morocco
1274452,France
1275291,Germany
1276315,Togo
1276505,Italy
1276626,Austria
1277380,Colombia
1279034,Germany
1279040,Spain
1280020,Spain
1280080,Italy
1280082,Argentina
1280132,Spain
1280225,France
1281090,Germany
1281100,Germany
1281107,Germany
1281461,Spain
1282000,France
1282008,Argentina
1282015,Spain
1282582,Germany
1282765,Turkiye
1284071,France
1284429,Spain
1284434,Spain
1284464,Croatia
1285773,Tunisia
1285784,France
1285866,Senegal
1286183,Germany
1286471,Spain
1287373,England
1287489,Ivory Coast
1287783,Guinea
1288111,France
1288119,Canada
1288450,England
1289942,Italy
1289961,Slovakia
1290968,France
1292354,France
1292810,England
1292833,England
1293912,Spain
1296413,Denmark
1296650,England
1296763,England
1297165,France
1298907,Spain
1300526,England
1302005,Brazil
1305543,France
1305618,France
1306664,Portugal
1308414,Spain
1309372,Ivory Coast
1309634,Cape Verde
1310103,Germany
1310118,Spain
1310270,Mali
1310480,Spain
1310975,Wales
1311985,Spain
1313884,Spain
1314412,Brazil
1316088,Argentina
1318686,Australia
1319972,Belgium
1320176,Brazil
1320446,Serbia
1320949,Brazil
1321562,Italy
1321605,Spain
1322858,Spain
1323305,England
1323398,Spain
1323403,Spain
1323510,Spain
1323827,Spain
1324358,Cameroon
1327149,Austria
1327150,Germany
1327156,Gabon
1327298,France
1327406,Uruguay
1327489,Spain
1328540,Ivory Coast
1329255,France
1329487,Italy
1331097,France
1331249,Spain
1332850,Cameroon
1333066,Niger
1334805,France
1336566,Argentina
1336582,Argentina
1337884,Greece
1337979,France
1338016,Argentina
1338192,Spain
1338390,Ghana
1339208,France
1339269,Sweden
1339345,Italy
1339347,Brazil
1339372,Italy
1340895,Morocco
1341387,France
1342754,Belgium
1342757,Portugal
1343053,France
1343750,Portugal
1344550,France
1344677,Spain
1345875,Algeria
1347574,Argentina
1347791,France
1352713,Cameroon
1352744,Belgium
1352923,Argentina
1352996,Germany
1353289,Croatia
1353457,Brazil
1354561,Paraguay
1355574,Brazil
1355636,Brazil
1356312,Portugal
1357723,Brazil
1358581,France
1359613,Ivory Coast
1359649,DR Congo
1359911,Spain
1362622,France
1362998,Uzbekistan
1364069,Belgium
1367047,Portugal
1367615,France
1367619,Spain
1367987,Spain
1368049,Germany
1368557,Nigeria
1368654,Morocco
1372921,Brazil
1375810,Ghana
1381853,Germany
1382000,Croatia
1383070,Germany
1384881,Spain
1384883,Spain
1385856,Italy
1385894,France
1386006,Italy
1386775,Sweden
1387194,France
1387389,Belgium
1388070,Algeria
1388071,Morocco
1388474,France
1388678,Ivory Coast
1388749,France
1390336,France
1392232,Spain
1392779,Cameroon
1393439,Morocco
1393669,Netherlands
1393672,France
1395447,Germany
1395704,Ivory Coast
1395716,Spain
1395964,Spain
1396089,Italy
1398377,Belgium
1398392,France
1398483,Germany
1400227,Gambia
1403332,Germany
1403692,Morocco
1404415,Spain
1406428,France
1406436,England
1406645,France
1407468,Uruguay
1408580,Argentina
