player_id,player,team_id,team,league,accurate_long_balls,accurate_pass,big_chance_created,clean_sheet,effective_clearance,expected_assists,expected_assists_per_90,expected_goals_per_90,fouls,goal_assist,goals_per_90,interception,ontarget_scoring_att,outfielder_block,poss_won_att_3rd,rating,saves,total_att_assist,total_scoring_att,total_tackle,won_contest,minutes_played,matches_played,position,clean_defend_rate,interception_share,progressive_pass_share,carry_to_foul_ratio,saves_per_match,clean_sheet_rate,distribution,shot_stopping,sweeper_command,composite_score,has_primary_season,nationality
415137,Alberto Paleari,9804,Torino,ITA-Serie A,0.0,21.2,0.0,6.0,1.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.92,2.6,0.0,0.0,0.0,0.0,1440,16,Keeper,0.0,0.0,0.0,0.0,0.1625,0.375,47.74509803921568,77.94117647058823,68.97058823529412,61.75907487850075,True,Italy
602845,Emil Audero,7801,Cremonese,ITA-Serie A,0.0,23.6,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.13,4.5,0.0,0.0,0.0,0.0,1890,21,Keeper,0.0,0.0,0.0,0.0,0.2142857142857142,0.3333333333333333,52.72058823529412,83.08823529411765,56.42156862745098,61.67192525585775,True,Indonesia
1281100,Noah Atubolu,8358,Sport-Club Freiburg,GER-Bundesliga,0.0,25.7,1.0,5.0,1.2,0.4,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.97,3.0,2.0,0.0,0.0,0.0,1980,22,Keeper,0.0,0.0,0.0,0.0,0.1363636363636363,0.2272727272727272,60.71552287581699,59.321895424836605,62.45571895424837,60.80734831048074,True,Germany
651910,Dominik Greif,9748,Lyon,FRA-Ligue 1,0.0,26.4,0.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.28,2.4,1.0,0.0,0.0,0.0,1620,18,Keeper,0.0,0.0,0.0,0.0,0.1333333333333333,0.5,55.91846405228758,64.69934640522875,62.80277777777778,60.49029709108112,True,Slovakia
178732,Lukasz Skorupski,9857,Bologna,ITA-Serie A,0.0,29.4,0.0,3.0,1.7,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,6.77,1.7,0.0,0.0,0.0,0.0,1054,13,Keeper,0.0,0.0,0.0,0.0,0.1307692307692307,0.2307692307692307,64.37336601307189,46.33169934640523,72.37924836601307,60.41296860975072,True,Poland
319784,Alisson Becker,8650,Liverpool,ENG-Premier League,0.0,24.6,0.0,7.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.79,2.1,0.0,0.0,0.0,0.0,1890,21,Keeper,0.0,0.0,0.0,0.0,0.1,0.3333333333333333,57.06797385620914,51.764705882352935,75.57140522875818,60.2940360172676,True,Brazil
784146,Moritz Nicolas,9788,Borussia Mönchengladbach,GER-Bundesliga,0.0,22.8,1.0,8.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.07,3.9,2.0,0.0,0.0,0.0,1980,22,Keeper,0.0,0.0,0.0,0.0,0.1772727272727272,0.3636363636363636,56.60702614379085,75.85457516339869,50.93970588235294,59.87694030950217,True,Germany
695405,Hervé Koffi,8121,Angers,FRA-Ligue 1,0.0,20.4,0.0,8.0,1.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,7.36,3.8,0.0,0.0,0.1,0.0,1800,20,Keeper,0.5,0.0,0.0,0.0,0.19,0.4,45.514705882352935,85.5392156862745,60.3921568627451,59.86933545558908,True,Burkina Faso
556505,Robin Zentner,9905,1. FSV Mainz 05,GER-Bundesliga,0.0,18.9,1.0,9.0,1.9,0.2,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.28,3.2,3.0,0.0,0.1,0.0,2880,32,Keeper,1.0,0.0,0.0,0.0,0.1,0.28125,47.525,65.0,73.425,59.48343553624698,False,Germany
317564,Kepa Arrizabalaga,8678,Bournemouth,ENG-Premier League,0.0,20.5,0.0,8.0,1.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,6.95,3.1,1.0,0.0,0.0,0.0,2790,31,Keeper,0.0,0.0,0.0,0.0,0.1,0.2580645161290322,52.25,61.75,66.75,59.123615980501256,False,Spain
303919,Jordan Pickford,8668,Everton,ENG-Premier League,0.0,23.5,0.0,9.0,1.4,0.2,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.11,2.7,0.0,0.0,0.0,0.0,2340,26,Keeper,0.0,0.0,0.0,0.0,0.1038461538461538,0.3461538461538461,54.376633986928105,50.64542483660131,76.99117647058824,59.08255671511671,True,England
245555,Geronimo Rulli,8592,Marseille,FRA-Ligue 1,0.0,26.3,0.0,5.0,1.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,7.41,2.8,0.0,0.0,0.1,0.0,1620,18,Keeper,0.5,0.0,0.0,0.0,0.1555555555555555,0.2777777777777778,60.59199346405228,52.65032679738562,62.73513071895425,58.700210670421626,True,Argentina
330643,Mark Flekken,8178,Bayer 04 Leverkusen,GER-Bundesliga,0.0,25.5,1.0,4.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.72,3.5,1.0,0.0,0.0,0.1,1500,17,Keeper,0.0,0.0,0.0,0.0,0.2058823529411764,0.2352941176470588,60.72009803921568,63.665032679738566,50.98104575163399,58.44211135911621,True,Netherlands
543021,Vanja Milinkovic-Savic,9875,Napoli,ITA-Serie A,0.0,28.2,1.0,7.0,0.7,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,7.09,1.7,2.0,0.0,0.0,0.0,1620,18,Keeper,0.0,0.0,0.0,0.0,0.0944444444444444,0.3888888888888889,61.99313725490196,50.80228758169935,61.45849673202614,58.247461980038615,True,Serbia
554534,Alexander Nübel,10269,VfB Stuttgart,GER-Bundesliga,0.0,26.5,1.0,8.0,1.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.3,3.0,3.0,0.0,0.0,0.0,1980,22,Keeper,0.0,0.0,0.0,0.0,0.1363636363636363,0.3636363636363636,60.230555555555554,54.06372549019608,58.963235294117645,57.93925811110968,True,Germany
195782,Marco Bizot,8521,Brest,FRA-Ligue 1,0.0,20.1,0.0,10.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.87,2.4,0.0,0.0,0.1,0.0,2880,32,Keeper,1.0,0.0,0.0,0.0,0.075,0.3125,51.2,53.25,73.875,57.82998986487687,False,Netherlands
815912,Berke Özer,8639,Lille,FRA-Ligue 1,0.0,26.3,0.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.14,2.6,2.0,0.0,0.1,0.0,1800,20,Keeper,1.0,0.0,0.0,0.0,0.13,0.3,58.725490196078425,55.3921568627451,59.09313725490196,57.81309998965743,True,Turkiye
41618,Yann Sommer,8636,Internazionale,ITA-Serie A,0.0,25.3,0.0,12.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.89,2.0,0.0,0.0,0.0,0.0,2070,23,Keeper,0.0,0.0,0.0,0.0,0.0869565217391304,0.5217391304347826,60.37467320261437,57.12745098039216,55.01911764705883,57.749663430939066,True,Switzerland
1319972,Mike Penders,9848,Strasbourg,FRA-Ligue 1,0.0,35.4,0.0,6.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.85,2.9,0.0,0.0,0.0,0.0,1890,21,Keeper,0.0,0.0,0.0,0.0,0.1380952380952381,0.2857142857142857,67.13235294117646,57.1078431372549,47.74509803921568,57.73778405574937,True,Belgium
1117310,Edoardo Corvi,10167,Parma,ITA-Serie A,0.0,22.4,0.0,4.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.97,2.6,0.0,0.0,0.0,0.0,1170,13,Keeper,0.0,0.0,0.0,0.0,0.2,0.3076923076923077,50.83333333333333,79.65686274509804,49.55882352941176,57.724833829381325,True,Italy
1125720,Robin Roefs,8472,Sunderland,ENG-Premier League,0.0,24.9,1.0,8.0,1.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.17,3.1,4.0,0.0,0.0,0.0,2340,26,Keeper,0.0,0.0,0.0,0.0,0.1192307692307692,0.3076923076923077,56.49509803921569,51.47058823529412,66.39705882352942,57.6655845428762,True,Netherlands
432435,Michael Zetterer,9810,Eintracht Frankfurt,GER-Bundesliga,0.0,26.6,0.0,3.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,2.1,0.0,0.0,0.0,0.0,990,11,Keeper,0.0,0.0,0.0,0.0,0.1909090909090909,0.2727272727272727,60.10931372549019,67.9656862745098,46.15408496732025,57.613818928174894,True,Germany
1013021,Marco Carnesecchi,8524,Atalanta,ITA-Serie A,0.0,21.4,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.42,3.2,0.0,0.0,0.0,0.0,2250,25,Keeper,0.0,0.0,0.0,0.0,0.128,0.4,47.72320261437907,66.63398692810458,62.84411764705882,57.29015034316866,True,Italy
178778,Oliver Baumann,8226,TSG 1899 Hoffenheim,GER-Bundesliga,0.0,26.9,0.0,6.0,1.1,0.1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.18,3.1,0.0,0.0,0.0,0.1,1980,22,Keeper,0.0,0.0,0.0,0.0,0.1409090909090909,0.2727272727272727,58.81454248366013,53.35130718954249,59.20424836601308,57.232572908273376,True,Germany
1352996,Mio Backhaus,8697,SV Werder Bremen,GER-Bundesliga,0.0,27.1,0.0,3.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.82,3.4,0.0,0.0,0.0,0.0,1800,20,Keeper,0.0,0.0,0.0,0.0,0.1699999999999999,0.15,61.64215686274508,48.77450980392157,59.92647058823529,56.97634874867072,True,Germany
789571,Robert Sánchez,8455,Chelsea,ENG-Premier League,0.0,26.8,2.0,9.0,0.7,0.1,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,7.29,2.7,5.0,0.0,0.0,0.0,2165,25,Keeper,0.0,0.0,0.0,0.0,0.108,0.36,58.29640522875817,54.26307189542485,56.97826797385621,56.66577019008007,True,Spain
279714,Brice Samba,9851,Rennes,FRA-Ligue 1,0.0,27.1,0.0,5.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.85,3.0,2.0,0.0,0.0,0.0,1890,21,Keeper,0.0,0.0,0.0,0.0,0.1428571428571428,0.238095238095238,61.486437908496725,58.65359477124184,48.89558823529412,56.595386013915295,True,France
364822,Ivan Provedel,8543,Lazio,ITA-Serie A,0.0,24.2,1.0,11.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.29,3.4,1.0,0.0,0.0,0.0,2250,25,Keeper,0.0,0.0,0.0,0.0,0.136,0.44,57.72107843137255,54.97875816993464,56.32369281045752,56.46763369834011,True,Italy
1075429,Jonathan Fischer,8550,Metz,FRA-Ligue 1,0.0,29.7,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.76,3.8,1.0,0.0,0.0,0.0,1903,22,Keeper,0.0,0.0,0.0,0.0,0.1727272727272727,0.1818181818181818,64.38725490196079,51.47058823529412,50.19607843137256,55.87128245214624,True,Denmark
268375,Emiliano Martinez,10252,Aston Villa,ENG-Premier League,0.0,28.0,0.0,6.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.26,3.0,0.0,0.0,0.0,0.0,1935,22,Keeper,0.0,0.0,0.0,0.0,0.1363636363636363,0.2727272727272727,63.04771241830065,48.37418300653595,54.08676470588236,55.61335909594252,True,Argentina
466436,Mory Diaw,9746,Le Havre,FRA-Ligue 1,0.0,23.9,1.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,6.88,2.6,3.0,0.0,0.1,0.0,1575,18,Keeper,1.0,0.5,0.0,0.0,0.1444444444444444,0.2777777777777778,53.92156862745098,58.33333333333334,53.89705882352941,55.20133299736851,True,Senegal
768474,Mile Svilar,8686,Roma,ITA-Serie A,0.0,21.6,0.0,11.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.31,3.0,0.0,0.0,0.1,0.0,2250,25,Keeper,1.0,0.0,0.0,0.0,0.12,0.44,53.02696078431372,66.05718954248366,47.5251633986928,54.80899110608576,True,Serbia
764018,Gregor Kobel,9789,Borussia Dortmund,GER-Bundesliga,0.0,22.1,0.0,11.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.24,2.5,0.0,0.0,0.0,0.0,1980,22,Keeper,0.0,0.0,0.0,0.0,0.1136363636363636,0.5,54.240522875816986,57.16339869281046,53.0954248366013,54.7497436013185,True,Switzerland
466439,Mike Maignan,8564,Milan,ITA-Serie A,0.0,23.9,0.0,9.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.36,2.8,0.0,0.0,0.0,0.1,2126,24,Keeper,0.0,0.0,0.0,0.0,0.1166666666666666,0.375,58.20604575163399,55.50816993464053,49.72107843137255,54.73390993444482,True,France
170323,Thibaut Courtois,8633,Real Madrid,ESP-La Liga,0.0,23.7,1.0,11.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.15,2.1,1.0,0.0,0.0,0.0,2160,24,Keeper,0.0,0.0,0.0,0.0,0.0875,0.4583333333333333,54.015196078431366,56.82679738562092,53.350163398692814,54.6402985020987,True,Belgium
793041,Federico Ravaglia,9857,Bologna,ITA-Serie A,0.0,30.9,0.0,2.0,1.3,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,6.82,3.7,0.0,0.0,0.2,0.1,1109,13,Keeper,0.7500000000000001,0.3333333333333333,0.0,1.0,0.2846153846153846,0.1538461538461538,55.719444444444434,54.29248366013072,52.22581699346406,54.223830835821104,True,Italy
1042347,Diant Ramaj,94937,1. FC Heidenheim 1846,GER-Bundesliga,0.0,32.1,0.0,0.0,1.7,0.1,0.01,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,6.44,3.3,0.0,0.0,0.0,0.0,1980,22,Keeper,0.0,0.0,0.0,0.0,0.15,0.0,66.7892156862745,32.843137254901954,67.64705882352942,54.18643806463789,True,Germany
538501,Guglielmo Vicario,8586,Tottenham Hotspur,ENG-Premier League,0.0,24.2,0.0,7.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.87,2.7,0.0,0.0,0.0,0.0,2340,26,Keeper,0.0,0.0,0.0,0.0,0.1038461538461538,0.2692307692307692,57.95441176470589,41.52287581699347,64.59967320261438,54.17387789070821,True,Italy
951919,Timon Weiner,8150,Holstein Kiel,GER-Bundesliga,0.0,22.7,0.0,2.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.08,3.4,0.0,0.0,0.0,0.0,2250,25,Keeper,0.0,0.0,0.0,0.0,0.136,0.08,55.92499999999999,50.5,55.57500000000001,54.13693346751812,False,Germany
1127125,Obed Nkambadio,6379,Paris FC,FRA-Ligue 1,0.0,31.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.12,2.1,1.0,0.0,0.0,0.0,990,11,Keeper,0.0,0.0,0.0,0.0,0.1909090909090909,0.0909090909090909,66.10294117647058,47.30392156862745,47.15686274509804,54.02825345051504,True,France
1418816,Kaua,9810,Eintracht Frankfurt,GER-Bundesliga,0.0,23.1,0.0,1.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,2.6,0.0,0.0,0.1,0.1,990,11,Keeper,1.0,0.0,0.0,0.0,0.2363636363636363,0.0909090909090909,51.69117647058823,52.20588235294118,58.48039215686275,53.80039715425245,True,Brazil
27299,Manuel Neuer,9823,Bayern München,GER-Bundesliga,0.0,27.7,0.0,5.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.86,1.4,0.0,0.0,0.0,0.0,1575,18,Keeper,0.0,0.0,0.0,0.0,0.0777777777777777,0.2777777777777778,64.043954248366,42.73529411764705,52.07581699346405,53.31115506422272,True,Germany
280484,Nick Pope,10261,Newcastle United,ENG-Premier League,0.0,13.2,0.0,7.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.1,0.0,1787,20,Keeper,1.0,0.0,0.0,0.0,0.15,0.35,37.22205882352941,68.7516339869281,66.62173202614379,53.28314360969723,True,England
359203,Patrick Drewes,9911,VfL Bochum 1848,GER-Bundesliga,0.0,24.2,0.0,2.0,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,6.49,2.6,0.0,0.0,0.0,0.0,1800,20,Keeper,0.0,0.0,0.0,0.0,0.13,0.1,59.42499999999999,51.25,47.875,53.275615168358165,False,Germany
466867,Nikola Vasilj,8152,FC St. Pauli,GER-Bundesliga,0.0,24.5,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.71,3.4,0.0,0.0,0.0,0.0,1980,22,Keeper,0.0,0.0,0.0,0.0,0.1545454545454545,0.1363636363636363,58.88088235294117,46.12418300653595,53.600163398692814,53.20080010583833,True,Bosnia and Herzegovina
1067256,Djordje Petrovic,8678,Bournemouth,ENG-Premier League,0.0,15.2,0.0,6.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75,3.1,0.0,0.0,0.0,0.0,2340,26,Keeper,0.0,0.0,0.0,0.0,0.1192307692307692,0.2307692307692307,47.46127450980392,51.490196078431374,63.6874183006536,53.12136371105395,True,Serbia
618878,Gianluigi Donnarumma,8456,Manchester City,ENG-Premier League,0.0,21.2,0.0,10.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.23,2.3,0.0,0.0,0.0,0.1,2070,23,Keeper,0.0,0.0,0.0,0.0,0.0999999999999999,0.4347826086956521,48.60506535947712,48.14705882352941,64.12107843137255,52.667631308982486,True,Italy
1091193,Maduka Okoye,8600,Udinese,ITA-Serie A,0.0,20.7,0.0,4.0,1.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,7.02,2.8,1.0,0.0,0.0,0.0,1447,17,Keeper,0.0,0.0,0.0,0.0,0.1647058823529411,0.2352941176470588,51.12026143790848,57.02941176470589,50.07843137254903,52.50033917489559,True,Nigeria
683762,Sergio Herrera,8371,Osasuna,ESP-La Liga,0.0,19.0,0.0,6.0,1.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.28,3.6,0.0,0.0,0.0,0.0,2160,24,Keeper,0.0,0.0,0.0,0.0,0.15,0.25,45.57058823529411,54.58169934640523,59.59330065359477,52.1371397113876,True,Spain
766574,Yehvann Diouf,9831,Nice,FRA-Ligue 1,0.0,20.6,0.0,2.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.86,3.9,0.0,0.0,0.0,0.1,1440,16,Keeper,0.0,0.0,0.0,0.0,0.24375,0.125,48.56045751633986,56.264705882352935,52.75098039215686,52.02991117660127,True,Senegal
1177131,Lucas Chevalier,9847,Paris Saint-Germain,FRA-Ligue 1,0.0,20.6,0.0,9.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.99,1.9,0.0,0.0,0.0,0.0,1530,17,Keeper,0.0,0.0,0.0,0.0,0.1117647058823529,0.5294117647058824,48.96879084967319,62.98366013071895,45.819607843137256,51.76682519943415,True,France
621415,Augusto Batalla,8370,Rayo Vallecano,ESP-La Liga,0.0,23.7,0.0,7.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.93,2.8,2.0,0.0,0.0,0.1,2070,23,Keeper,0.0,0.0,0.0,0.0,0.1217391304347826,0.3043478260869565,53.08186274509804,54.12745098039216,47.76683006535948,51.729902621861335,True,Argentina
760722,Kamil Grabara,8721,VfL Wolfsburg,GER-Bundesliga,0.0,25.0,0.0,1.0,1.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.86,3.4,2.0,0.0,0.0,0.0,1980,22,Keeper,0.0,0.0,0.0,0.0,0.1545454545454545,0.0454545454545454,57.23382352941176,40.93627450980392,54.8124183006536,51.09251580301113,True,Poland
746395,Aaron Ramsdale,8466,Southampton,ENG-Premier League,0.0,21.5,0.0,3.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,6.62,4.2,0.0,0.0,0.0,0.0,2700,30,Keeper,1.0,1.0,0.0,0.0,0.14,0.1,54.35,53.75,44.25,50.92925724580458,False,England
562727,David Raya,9825,Arsenal,ENG-Premier League,0.0,19.6,0.0,13.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.08,1.4,3.0,0.0,0.0,0.0,2430,27,Keeper,0.0,0.0,0.0,0.0,0.0518518518518518,0.4814814814814814,48.76062091503267,50.25,53.3625816993464,50.55214179848348,True,Spain
967941,Mads Hermansen,8197,Leicester City,ENG-Premier League,0.0,19.8,0.0,1.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.69,3.9,0.0,0.0,0.0,0.0,2385,27,Keeper,0.0,0.0,0.0,0.0,0.1444444444444444,0.037037037037037,49.79999999999999,51.0,50.3,50.30755207849495,False,Denmark
673050,Gautier Larsonneur,9853,St Etienne,FRA-Ligue 1,0.0,19.3,0.0,5.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,4.0,1.0,0.0,0.0,0.0,3033,34,Keeper,0.0,0.0,0.0,0.0,0.1176470588235294,0.1470588235294117,48.04999999999999,50.5,52.8,50.17125294960691,False,France
278285,Paulo Gazzaniga,7732,Girona,ESP-La Liga,0.0,22.2,0.0,4.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.81,3.3,0.0,0.0,0.0,0.0,1843,21,Keeper,0.0,0.0,0.0,0.0,0.1571428571428571,0.1904761904761904,52.48366013071895,44.27287581699346,52.62532679738562,49.91250968548788,True,Argentina
573465,Marvin Schwäbe,8722,1. FC Köln,GER-Bundesliga,0.0,32.0,1.0,3.0,1.0,0.1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.86,3.1,1.0,0.0,0.0,0.0,1980,22,Keeper,0.0,0.0,0.0,0.0,0.1409090909090909,0.1363636363636363,66.44607843137254,34.31372549019608,49.46078431372549,49.87769821743648,True,Germany
