player_id,player,team_id,team,league,accurate_long_balls,accurate_pass,big_chance_created,clean_sheet,effective_clearance,expected_assists,expected_assists_per_90,expected_goals_per_90,fouls,goal_assist,goals_per_90,interception,ontarget_scoring_att,outfielder_block,poss_won_att_3rd,rating,saves,total_att_assist,total_scoring_att,total_tackle,won_contest,minutes_played,matches_played,position,clean_defend_rate,interception_share,progressive_pass_share,carry_to_foul_ratio,saves_per_match,clean_sheet_rate,build_up_involvement,shot_stopping,sweeper_behind_line,composite_score,has_primary_season
268375,Emiliano Martínez,10252,Aston Villa,ENG-Premier League,0.0,28.4,2.0,7.0,0.9,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.08,3.0,2.0,0.0,0.0,0.0,2835,32,Keeper,0.0,0.0,0.0,0.0,0.09375,0.21875,66.3498075998076,43.96043771043771,53.60900673400673,54.46493756412935,True
359203,Patrick Drewes,9911,VfL Bochum 1848,GER-Bundesliga,0.0,23.8,0.0,2.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,2.6,0.0,0.0,0.0,0.0,1889,21,Keeper,0.0,0.0,0.0,0.0,0.12380952380952381,0.09523809523809523,59.79797979797979,48.98989898989899,52.17171717171717,53.89775526622911,False
1131987,Bart Verbruggen,10204,Brighton and Hove Albion,ENG-Premier League,0.0,31.3,0.0,10.0,0.8,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,6.98,2.8,1.0,0.0,0.0,0.0,3240,36,Keeper,0.0,0.0,0.0,0.0,0.07777777777777778,0.2777777777777778,66.0588023088023,38.14784752284752,62.73899711399711,53.811015075394664,True
280484,Nick Pope,10261,Newcastle United,ENG-Premier League,0.0,13.4,0.0,7.0,1.4,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.92,3.1,0.0,0.0,0.0,0.0,2237,25,Keeper,0.0,0.0,0.0,0.0,0.124,0.28,38.13912938912938,70.5988455988456,63.314995189995194,53.70368842114267,True
562727,David Raya,9825,Arsenal,ENG-Premier League,0.0,19.3,0.0,18.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.21,1.7,3.0,0.0,0.0,0.0,3240,36,Keeper,0.0,0.0,0.0,0.0,0.04722222222222222,0.5,50.01743626743627,53.80441317941317,59.87133237133238,53.6709850782087,True
872934,Philipp Köhn,9829,Monaco,FRA-Ligue 1,0.0,19.5,0.0,5.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,6.77,2.7,0.0,0.0,0.0,0.0,1619,19,Keeper,1.0,1.0,0.0,0.0,0.14210526315789473,0.2631578947368421,46.215127465127466,77.98671236171236,38.33363395863396,52.96828044822527,True
618878,Gianluigi Donnarumma,8456,Manchester City,ENG-Premier League,0.0,20.8,0.0,15.0,1.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25,2.3,1.0,0.0,0.0,0.1,2970,33,Keeper,0.0,0.0,0.0,0.0,0.06969696969696969,0.45454545454545453,50.33128908128908,50.83874458874459,60.31986531986532,52.84677609290511,True
760722,Kamil Grabara,8721,VfL Wolfsburg,GER-Bundesliga,0.0,22.3,0.0,2.0,1.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.84,3.7,3.0,0.0,0.0,0.0,2970,33,Keeper,0.0,0.0,0.0,0.0,0.11212121212121212,0.06060606060606061,54.84187109187109,43.53655603655604,63.83748196248197,52.54274613944892,True
254241,Stole Dimitrievski,10267,Valencia CF,ESP-La Liga,0.0,20.6,0.0,5.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,6.95,2.7,0.0,0.0,0.1,0.0,1620,18,Keeper,1.0,0.5,0.0,0.0,0.15000000000000002,0.2777777777777778,49.375,76.5625,33.4375,52.22361492094544,True
621415,Augusto Batalla,8370,Rayo Vallecano,ESP-La Liga,0.0,23.5,0.0,10.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.02,2.7,2.0,0.0,0.0,0.2,2970,33,Keeper,0.0,0.0,0.0,0.0,0.08181818181818182,0.30303030303030304,55.67881192881193,53.061868686868685,45.71398508898508,52.11492818716309,True
766574,Yehvann Diouf,9831,Nice,FRA-Ligue 1,0.0,18.4,0.0,4.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,6.87,3.6,0.0,0.0,0.0,0.0,2250,25,Keeper,1.0,1.0,0.0,0.0,0.14400000000000002,0.16,47.024410774410775,56.86026936026936,52.18314093314094,51.58162483719462,True
416175,José Sá,8602,Wolverhampton Wanderers,ENG-Premier League,0.0,18.7,0.0,4.0,2.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,2.6,1.0,0.0,0.0,0.0,1890,21,Keeper,0.0,0.0,0.0,0.0,0.12380952380952381,0.19047619047619047,43.93157768157767,53.6811568061568,60.12205387205387,50.969083601182895,True
