player_id,player,team_id,team,league,accurate_long_balls,accurate_pass,big_chance_created,clean_sheet,effective_clearance,expected_assists,expected_assists_per_90,expected_goals_per_90,fouls,goal_assist,goals_per_90,interception,ontarget_scoring_att,outfielder_block,poss_won_att_3rd,rating,saves,total_att_assist,total_scoring_att,total_tackle,won_contest,minutes_played,matches_played,position,clean_defend_rate,interception_share,progressive_pass_share,carry_to_foul_ratio,chance_quality,shot_accuracy,xg_per_shot,link_play,creative_output,finishing,press_trigger,composite_score,has_primary_season,is_manual_add,nationality
906937,Anthony Gordon,10261,Newcastle United,ENG-Premier League,1.0,22.9,5.0,0.0,0.6,3.1,0.21,0.38,0.8,2.0,0.21,0.1,0.8,0.0,0.5,6.94,0.0,21.0,2.3,1.0,1.8,1315,20,Attacker,0.5789473684210527,0.0909090909090909,0.0436681222707423,2.25,0.1476190476190476,0.3478260869565218,0.1652173913043478,77.91645881831282,75.98935816428333,52.03753741270369,47.36859365184939,63.36570019201023,True,False,England
806552,Cody Gakpo,8650,Liverpool,ENG-Premier League,0.7,22.7,8.0,0.0,0.8,4.1,0.21,0.27,1.3,3.0,0.26,0.4,0.6,0.1,0.6,7.28,0.0,38.0,2.8,0.8,1.3,1747,24,Attacker,0.4800000000000001,0.3333333333333333,0.0308370044052863,1.0,0.1078947368421052,0.2142857142857143,0.0964285714285714,77.9352806414662,78.12613161881536,43.87101393045856,55.64924897461479,63.14741700522763,True,False,Netherlands
690107,Alexander Isak,10261,Newcastle United,ENG-Premier League,0.5,16.5,11.0,0.0,0.6,3.6,0.12,0.66,0.9,6.0,0.75,0.1,1.5,0.1,0.6,7.4,0.0,42.0,3.2,0.4,1.4,2769,34,Attacker,0.3571428571428571,0.2,0.0303030303030303,1.5555555555555554,0.0857142857142857,0.46875,0.20625,62.80068728522336,62.54295532646048,91.85567010309278,40.14604810996564,63.08686862421011,False,False,Sweden
690230,Lautaro Martinez,8636,Internazionale,ITA-Serie A,0.8,19.3,11.0,0.0,0.8,2.0,0.09,0.54,1.9,4.0,0.66,0.2,1.5,0.0,1.1,7.47,0.0,32.0,3.9,0.9,0.9,1905,25,Attacker,0.3666666666666667,0.1818181818181818,0.0414507772020725,0.4736842105263158,0.0625,0.3846153846153846,0.1384615384615384,58.76265565532277,62.24397701659092,71.83756420204708,60.28685382256217,63.006764922502256,True,False,Argentina
933576,Antoine Semenyo,8456,Manchester City,ENG-Premier League,0.0,19.2,5.0,0.0,0.9,2.2,0.09,0.33,1.9,4.0,0.52,0.4,1.3,0.0,0.7,7.38,0.0,29.0,2.4,1.3,1.4,2247,25,Attacker,0.4722222222222222,0.2352941176470588,0.0,0.7368421052631579,0.0758620689655172,0.5416666666666667,0.1375,69.01119609799356,57.66960425673429,61.67458799837416,61.75971344640285,62.74515953781872,True,False,Ghana
848844,Rafael Leao,8564,Milan,ITA-Serie A,0.7,22.8,6.0,0.0,0.5,1.9,0.14,0.43,1.1,2.0,0.61,0.2,1.4,0.0,0.5,7.15,0.0,10.0,2.7,0.3,1.0,1172,18,Attacker,0.3125,0.4,0.0307017543859649,0.9090909090909092,0.19,0.5185185185185185,0.1592592592592592,65.65305952776855,73.38409452019363,73.1537061670916,39.13431160625208,62.538519962054686,True,False,Portugal
150565,Pierre-Emerick Aubameyang,8592,Marseille,FRA-Ligue 1,0.4,17.6,8.0,0.0,0.5,3.1,0.23,0.56,1.1,5.0,0.46,0.3,1.4,0.0,0.4,7.04,0.0,18.0,2.4,0.5,0.4,1186,19,Attacker,0.4210526315789473,0.3749999999999999,0.0227272727272727,0.3636363636363636,0.1722222222222222,0.5833333333333334,0.2333333333333333,52.26814516129032,83.60887096774195,91.4717741935484,35.100806451612904,62.43374854444533,True,False,Gabon
955411,Yann Gboho,9941,Toulouse,FRA-Ligue 1,0.6,20.3,1.0,0.0,0.0,3.6,0.18,0.2,0.6,2.0,0.3,0.4,0.6,0.0,1.1,7.32,0.0,39.0,1.7,0.4,2.8,1804,21,Attacker,0.5714285714285715,0.5,0.0295566502463054,4.666666666666667,0.0923076923076923,0.3529411764705882,0.1176470588235294,78.50236023352919,64.34610907881608,42.3384325462809,68.38594206111667,62.26907977699767,True,False,Ivory Coast
1209399,Abdessamad Ezzalzouli,8603,Real Betis,ESP-La Liga,0.6,26.1,7.0,0.0,0.6,1.5,0.11,0.41,1.4,4.0,0.39,0.8,1.0,0.0,1.3,7.67,0.0,16.0,3.3,2.4,1.7,1143,15,Attacker,0.6956521739130436,0.25,0.0229885057471264,1.2142857142857144,0.09375,0.303030303030303,0.1242424242424242,66.94552987473672,51.9168698961682,54.1572442079592,82.8272225917304,62.17164509488448,True,False,Morocco
674014,David Brooks,8678,Bournemouth,ENG-Premier League,0.8,25.1,6.0,0.0,1.1,2.7,0.25,0.42,1.0,2.0,0.09,0.3,1.1,0.0,0.6,6.78,0.0,20.0,3.7,1.4,1.4,955,21,Attacker,0.6296296296296295,0.1764705882352941,0.0318725099601593,1.4,0.135,0.2972972972972973,0.1135135135135135,72.69022743228763,71.49997228688616,41.33147655470569,67.25940398329823,61.89279705210883,True,False,Wales
